0.9602,0.0143,0.1298,0.008,0.2037,0.0122,0.1133,0.0236,0.5133,0.0094,0.2121,0.0125,0.5348,0.0154,0.3973,0.0312,0.3145,0.0345,0.1768,0.0661,0.295,0.2453,0.1542,0.3206,-0.0087,0.1593,-0.0684,0.235,-0.0112,0.0281,-0.4816,0.5027,1.9607,1.131,0.8814,0.8423,121.9118,204.3396,125.8146,57.0319,74.7402,-76.9176,-31.5438,-92.2595,-133.647,-128.899,-96.6283,-41.0103,41.2644,111.2948,70.4752,40.6143,61.8088,7.5073,-28.1946,-41.6463,-20.8994,-86.9022,-79.1417,-64.2924,195.6543,98.8421,127.3555,-53.2387,12.0071,-18.7749,-79.0224,-141.1616,-60.0891,-72.8112,-7.5512,-37.1882,48.8738,112.147,68.7697,-6.8519,41.8542,-35.6383,-10.683,-34.0928,-16.7698,-39.0558,-63.7485,-81.0763,2.7284,0.5806,0.1317,0.1111,0.0926,0.037,0.0221,0.0117,0.0149,0.3325,0.0953,0.0849,0.0447,0.0505,0.0235,0.0231,0.0169,0.0147,9.117,3.9924,0.7992,0.6416,0.3934,0.384,0.089,0.0594,0.0194,0.2506,0.0518,0.0462,0.0247,0.0156,0.0131,0.0086,0.0066,0.0071
0.87,0.0,0.1033,0.017,0.1932,0.019,0.0635,0.0123,0.51,0.0082,0.222,0.0218,0.5862,0.0094,0.3789,0.0376,0.1863,0.045,0.2336,0.0241,0.8195,0.6618,0.3527,0.2575,0.7223,0.2485,-0.4722,0.1741,2.288,0.9805,0.3838,0.3997,0.5739,0.4029,0.5098,1.133,175.628,218.656,128.2423,16.2497,22.627,-68.828,-7.8177,-121.2306,-132.6865,-74.8986,-70.9428,-82.1187,65.4162,126.8641,94.7591,69.6642,40.6947,-27.3922,-18.2376,-37.5113,-73.2783,-71.5223,-69.8201,-58.5893,204.3558,104.8857,53.2167,-119.933,-53.0473,80.1243,85.8225,-89.7194,-132.0519,-87.0192,-73.615,-24.4956,53.3135,105.6326,103.5796,73.3961,34.8564,11.3205,-32.6174,-86.3724,-70.7868,-63.6622,-73.1349,-72.0527,9.3754,1.1194,0.4604,0.2128,0.1383,0.0571,0.0176,0.013,0.0071,0.8296,0.232,0.0968,0.0762,0.0354,0.0248,0.022,0.0161,0.0134,3.4927,1.3306,0.7881,1.0473,0.4997,0.2045,0.0318,0.0288,0.007,0.1553,0.0373,0.0263,0.0152,0.0112,0.0102,0.0051,0.0057,0.0042
0.6561,0.0185,0.1441,0.0149,0.1419,0.0173,0.1299,0.0499,0.2402,0.0413,0.2167,0.0299,0.3654,0.0584,0.6051,0.1008,0.411,0.0627,0.3274,0.1113,-0.1003,0.5126,-0.2491,0.2794,0.7071,0.4655,-0.1658,0.435,1.3781,0.683,-0.3778,0.3356,1.9562,1.3739,0.0965,0.2403,136.9221,127.3056,132.3128,-8.2671,-45.7829,-32.922,-72.1429,-25.8179,-74.7448,-50.2518,-63.5969,-33.8591,58.3975,77.1221,49.1898,15.3429,-3.2084,21.8233,-2.5542,-4.8952,-63.9535,-63.2818,-62.5523,-63.4614,141.4613,45.7089,50.5845,-27.6571,39.7831,17.2386,-25.6039,-60.7926,-59.9459,24.9391,-99.52,-33.7463,63.9433,155.1035,78.7475,47.4907,-9.7523,-7.8713,-41.6589,-36.5717,-75.9709,-51.6457,-58.245,-30.0731,9.3059,2.9699,1.5633,0.5989,0.5891,0.2428,0.1835,0.1782,0.0527,1.2551,0.6226,0.2424,0.3009,0.1738,0.0815,0.0753,0.0524,0.0358,7.5381,3.1594,1.9389,1.9756,1.0761,0.7485,0.4379,0.2057,0.0596,1.2409,0.5022,0.1691,0.1384,0.103,0.0553,0.0448,0.0429,0.0369
1.2353,0.0153,0.1302,0.0202,0.2398,0.0198,0.13,0.0095,0.7352,0.0053,0.1943,0.0184,0.5953,0.0031,0.3263,0.0292,0.3798,0.1155,0.1938,0.0256,0.1818,0.1057,-0.145,0.1587,0.55,0.3466,-0.0235,0.0868,-0.3547,0.0178,-0.4414,0.5489,3.8373,0.4281,-0.3551,0.2128,85.8748,167.3212,146.4248,128.0017,51.5562,18.9465,-29.787,-99.8604,-136.1369,-125.3565,-105.8661,-101.1183,61.9446,105.246,66.3746,14.8285,-39.4026,-39.3622,-30.301,-24.3643,-22.1077,-18.3387,-27.5997,-46.9175,251.5062,94.217,69.2568,130.0943,5.6265,-119.101,-124.0472,-18.3628,-3.2307,-111.3997,-103.9795,-70.5799,26.7345,65.1293,61.4038,63.1597,35.8443,15.6262,-9.9299,-31.5273,-54.1079,-61.3533,-50.0751,-60.9043,1.1181,0.2272,0.0632,0.0437,0.0323,0.0162,0.0138,0.0088,0.0062,0.4834,0.4369,0.3282,0.1328,0.0534,0.0793,0.0392,0.0282,0.0207,9.7025,2.1126,1.092,0.5735,0.2115,0.1122,0.2146,0.0218,0.0047,0.127,0.0526,0.0296,0.0206,0.0184,0.0173,0.0127,0.009,0.007
1.1,0.1995,0.1868,0.0388,0.2067,0.0496,0.0702,0.008,0.6363,0.1331,0.1864,0.0202,0.575,0.0191,0.3239,0.0312,0.417,0.2664,0.6398,0.0728,-0.0001,0.5787,-0.2704,0.182,0.1977,0.8848,-0.1895,0.1029,1.336,0.7813,-0.3807,0.2911,0.0908,0.4545,-0.3871,0.1937,73.9517,74.6255,59.2129,36.9794,49.79,-15.0472,-21.9205,-36.0101,-39.7569,-53.0739,-58.5407,-55.9214,58.1084,52.0788,3.3096,-14.6187,26.1316,-7.5808,30.042,-18.1277,5.6496,-67.562,-45.1963,-28.1363,98.0205,42.6178,52.7936,-17.6174,47.857,-12.6915,43.3368,-27.3649,-12.1666,-55.0615,-93.3923,-78.8834,33.3115,49.9051,66.7512,49.3011,29.5048,5.4986,1.9852,-27.4467,-49.7586,-75.5338,-53.2722,-60.7722,6.1977,1.0461,0.8808,0.3598,0.4966,0.2651,0.1803,0.1194,0.0906,0.5901,0.4583,0.6182,0.2256,0.1477,0.1786,0.0893,0.0583,0.0464,0.9615,0.3344,0.3213,0.2326,0.196,0.0768,0.0578,0.0211,0.012,0.1179,0.0971,0.0531,0.0425,0.0374,0.0267,0.0221,0.0168,0.0123
0.9867,0.0899,0.18,0.108,0.1233,0.0552,0.1465,0.0237,0.5368,0.0289,0.1315,0.0721,0.5464,0.0276,0.2359,0.118,0.4236,0.1752,0.2971,0.0442,0.2046,0.408,-0.0245,0.1362,0.608,0.3081,-0.1032,0.085,0.2367,0.7823,-0.6039,0.4565,1.5926,1.0891,-0.2663,0.2716,55.8033,108.5763,104.1389,81.6619,38.2869,6.792,-30.1979,-66.8157,-77.754,-87.1225,-78.661,-70.2707,64.3581,127.8976,58.0949,22.0955,6.8311,24.6436,-3.7301,-32.1767,-62.4744,-55.6919,-67.3149,-60.1596,150.4275,144.0772,88.486,3.1461,5.8207,57.7247,-8.0265,-110.8996,-153.9106,-103.6404,-65.3602,-62.9648,40.4217,64.9958,56.8629,31.4347,1.3859,-11.5879,-13.4803,-17.4824,-31.4541,-34.3167,-33.7193,-38.0265,5.4993,0.5937,0.5545,0.3233,0.2972,0.196,0.1538,0.1163,0.0884,0.4779,0.3349,0.1989,0.0693,0.055,0.0349,0.0169,0.0088,0.0084,7.2156,1.3055,0.351,0.4284,0.3959,0.1931,0.0458,0.033,0.0147,0.2611,0.1808,0.1035,0.0803,0.0558,0.0456,0.0383,0.0272,0.0204
1.0,0.2042,0.1035,0.0123,0.1732,0.103,0.1502,0.0161,0.5732,0.1035,0.1587,0.0769,0.5796,0.0604,0.2874,0.1476,0.3955,0.0431,0.2984,0.0873,0.2469,0.4268,-0.6475,0.471,1.0858,0.1298,0.1684,0.3512,2.778,2.4757,0.7528,0.6815,1.8976,0.3595,2.1342,2.2732,80.3299,170.5001,-39.9554,66.7062,88.2374,-50.5955,-54.9985,-124.1263,-12.0941,-69.7742,10.293,-27.5603,54.225,103.3288,-23.9641,64.2046,-30.9294,-25.7809,-17.8688,-53.8605,-27.2869,-65.9336,-51.2851,-40.8529,141.007,100.8348,2.581,43.5805,-28.5925,-29.6754,-73.2745,-54.1639,-5.4299,-8.5202,-44.5856,-45.0083,24.7776,85.4181,2.527,49.4794,-20.6117,23.9279,-8.4117,-16.6558,-29.1948,-36.8818,-41.8469,-35.9511,1.8739,1.1579,0.7671,0.2931,0.4195,0.168,0.1432,0.0484,0.0294,0.2835,0.1505,0.1497,0.0534,0.0672,0.0465,0.0276,0.0159,0.0122,2.3528,1.5305,0.9794,0.3486,0.1677,0.2412,0.1139,0.046,0.0192,0.0871,0.067,0.0333,0.018,0.0251,0.0194,0.0138,0.0098,0.0075
0.785,0.0323,0.1525,0.0303,0.1526,0.0216,0.0974,0.0206,0.3825,0.0252,0.196,0.0373,0.4873,0.0247,0.4026,0.0753,0.3715,0.0932,0.3387,0.0547,-0.3892,0.2887,-0.1635,0.3033,0.4437,0.6427,-0.5045,0.6617,3.1972,0.9209,-0.458,0.3644,1.9702,0.8018,3.1125,5.3136,134.6272,112.3314,70.3816,-38.8423,-32.2888,-84.7791,-16.2885,-14.8622,-35.0697,-54.484,-38.844,-30.8805,89.8825,136.9315,79.8542,26.8075,-15.5166,-40.7658,-14.6678,-55.4968,-51.2732,-58.0443,-25.7744,-33.0473,151.6078,163.175,111.3412,-15.9511,-48.0842,-63.6538,-92.5391,-36.2571,-1.3271,-89.9189,-58.3774,-41.6668,55.339,84.1048,60.1277,40.8108,5.0064,3.1993,-27.4701,-24.5823,-45.5232,-55.1707,-34.6594,-54.316,8.3606,4.0268,2.279,1.5373,0.563,0.3582,0.3116,0.1937,0.1204,1.1336,0.6706,0.333,0.1564,0.0936,0.0547,0.0342,0.0235,0.0175,2.9112,2.7941,0.6831,0.4613,0.163,0.0686,0.0726,0.03,0.0157,0.5427,0.3213,0.1479,0.1043,0.0874,0.0839,0.0502,0.0382,0.0272
0.705,0.0427,0.1974,0.0445,0.2175,0.0514,0.1175,0.0421,0.1726,0.0466,0.3095,0.0731,0.2448,0.0625,1.426,0.6526,0.3167,0.0486,0.3655,0.1165,-0.3524,0.5397,0.1094,0.1947,0.2155,0.5751,0.1003,0.1859,2.7263,0.927,-0.1848,0.5477,0.1451,0.6844,-0.5474,0.4676,103.3761,105.2302,59.322,-23.031,-27.05,-29.9861,0.3037,-40.784,-55.6953,-55.4954,-36.1937,-26.6363,35.1317,90.94,75.8856,15.6459,37.2145,-7.1531,4.3809,-24.3277,-26.19,-69.855,-36.953,-53.7485,40.7456,145.2136,60.3127,100.9949,61.0533,43.676,-25.0867,-81.7153,-86.5809,-80.7593,-88.8555,-88.9631,23.822,77.3602,16.221,42.4978,29.6252,23.2796,37.2562,-21.804,-26.121,-78.5822,-90.7076,-63.6244,3.249,2.1412,1.1149,0.6831,0.4292,0.2106,0.1389,0.0972,0.0601,0.3322,0.1938,0.0857,0.0633,0.0442,0.0509,0.0287,0.0228,0.0195,0.8347,0.2436,0.088,0.0516,0.0398,0.0438,0.0156,0.009,0.0096,0.1744,0.1098,0.0765,0.059,0.0586,0.0248,0.0276,0.0173,0.0152
1.3695,0.0,0.18,0.0,0.2,0.0,0.09,0.0,0.8995,0.0,0.146,0.0,0.6568,0.0,0.2223,0.0,0.1721,0.0,0.4461,0.0,0.266,0.0,-0.1246,0.0,-1.1766,0.0,-0.5837,0.0,3.9483,0.0,-0.332,0.0,1.9705,0.0,1.5979,0.0,142.6223,270.7805,175.057,74.9703,-49.2026,-133.1885,-160.9001,-128.3436,-90.7064,-33.572,-54.5584,-12.9586,-43.6986,98.4847,19.7769,9.7688,43.4714,63.9913,105.126,-116.0131,-60.15,-39.9488,-25.5478,-55.2609,75.9423,152.6248,95.4597,85.6322,49.7534,-146.6067,-12.4327,-151.7178,-80.6651,-77.7095,12.7493,-3.0298,19.2196,96.5005,42.6509,113.7633,10.0325,27.4108,-48.8544,-39.8259,-59.752,-32.6232,-79.045,-49.4771,16.4382,5.5157,1.0051,0.2461,0.1877,0.0847,0.0775,0.0504,0.05,0.2017,0.1468,0.168,0.0988,0.1584,0.1297,0.0585,0.0796,0.1644,2.2808,1.5051,0.2186,0.1522,0.1162,0.1661,0.0769,0.0551,0.0649,0.0512,0.0336,0.0193,0.0116,0.0053,0.0126,0.0081,0.0058,0.005
0.83,0.0812,0.12,0.0548,0.2149,0.0625,0.095,0.0304,0.4001,0.0642,0.2549,0.0607,0.4855,0.0886,0.5598,0.1984,0.3663,0.1133,0.4991,0.1029,-0.1594,0.2453,0.2093,0.3838,0.216,0.4864,0.0766,0.168,0.6988,1.4541,-0.2006,0.1606,-0.1165,0.5687,0.2411,0.3116,51.3713,125.4515,86.8965,98.8343,83.2953,-8.143,-41.8387,-84.854,-84.7487,-58.6665,-66.2965,-56.5142,45.3333,103.9948,19.3192,43.7872,-12.4771,-7.3717,-38.2269,-40.6042,-60.0463,2.9001,-30.8949,-40.3182,56.7288,190.6123,-11.0798,75.6361,16.131,2.0919,-60.7182,-78.4557,-60.1561,-21.998,-52.648,-70.7201,43.8717,100.6679,51.4924,47.0403,-21.0274,-0.0699,-27.0082,-21.8165,-50.3726,-32.2633,-38.9794,-50.6763,4.3951,0.8297,0.423,0.2522,0.1997,0.1607,0.1079,0.0832,0.0719,0.6671,0.5402,0.2191,0.1718,0.1517,0.145,0.0678,0.0574,0.0478,1.1937,0.5583,0.2084,0.1006,0.0996,0.0711,0.0255,0.0144,0.0246,0.6197,0.3218,0.2027,0.1366,0.0946,0.0716,0.0601,0.0423,0.0378
0.9798,0.2986,0.0967,0.0403,0.24,0.0435,0.1202,0.0355,0.523,0.2672,0.2558,0.05,0.5105,0.1364,0.5815,0.3008,0.6744,0.2946,0.2894,0.0429,0.2065,0.2681,-0.0879,0.0625,1.9373,0.1249,-0.1199,0.4247,-0.0272,0.8647,-0.1689,0.3294,6.5649,1.4101,0.1928,0.6001,130.3388,190.0876,-13.8211,93.7939,-75.7654,-95.3907,-106.6631,-62.5002,-55.9816,-59.2042,4.3424,-25.7108,56.6469,118.9457,-35.4786,-15.7219,23.7944,-54.8737,8.423,-17.854,-16.8784,-15.1025,-8.5747,-25.7244,147.5387,260.1749,39.5102,116.7144,-97.997,-70.2422,-122.7502,-123.3752,-61.2336,-46.528,-9.8102,-42.8387,34.3945,171.2381,9.211,115.0341,-20.3071,-7.3615,-17.0979,-79.555,-71.7921,-79.9371,-54.0174,-58.1854,4.0644,3.4945,0.968,0.2743,0.214,0.0574,0.0501,0.0228,0.0352,0.7745,0.9897,0.6702,0.3061,0.4298,0.1978,0.1132,0.083,0.09,9.1754,4.464,0.6158,0.4061,0.2134,0.1337,0.0572,0.0394,0.0349,0.2953,0.1499,0.0658,0.0576,0.02,0.0188,0.0143,0.0088,0.0299
